335,199,58,139
335,199,58,139
335,200,58,139
334,200,58,139
334,199,58,139
333,199,58,139
332,199,58,139
331,198,58,139
331,199,58,139
331,199,58,139
330,199,58,139
331,200,58,139
331,202,58,139
333,207,55,132
334,206,55,132
331,202,58,139
331,200,58,139
330,198,58,139
330,201,55,132
328,204,53,126
325,207,53,126
323,206,53,126
322,205,53,126
319,204,53,126
316,202,53,126
